,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:0016064,GO:0016064,immunoglobulin mediated immune response,7/93,207/18722,7.74E-05,0.007928316,0.006763919,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,7,0.862847222,15.04744927,0.681547619,1
GO:0019724,GO:0019724,B cell mediated immunity,7/93,210/18722,8.47E-05,0.008242609,0.007032053,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,7,0.909722222,15.04744927,0.681547619,1
GO:0019883,GO:0019883,antigen processing and presentation of endogenous antigen,3/93,26/18722,0.000283984,0.026329369,0.02246249,CD74/HLA-DRA/HLA-DRB1,3,0.99,19.68219477,0.8,1
GO:0002449,GO:0002449,lymphocyte mediated immunity,8/93,350/18722,0.000352547,0.031200412,0.026618144,FCER1G/NDFIP1/FBXO38/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,8,0.640350877,13.46197385,0.607894737,1
GO:0002366,GO:0002366,leukocyte activation involved in immune response,7/93,275/18722,0.00044145,0.037369705,0.03188138,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB1/RPS6/RORA,7,0.833333333,15.76789416,0.688988095,1
GO:0002263,GO:0002263,cell activation involved in immune response,7/93,279/18722,0.000481186,0.038779525,0.033084145,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB1/RPS6/RORA,7,0.833333333,15.76789416,0.688988095,1
GO:0001819,GO:0001819,positive regulation of cytokine production,9/93,467/18722,0.000521558,0.038779525,0.033084145,FCER1G/CD14/CSF1R/CD74/HSPA1B/GPSM3/DDX21/RORA/SCIMP,9,0.554373522,11.42586249,0.578014184,0
GO:0002292,GO:0002292,T cell differentiation involved in immune response,4/93,75/18722,0.000529658,0.038779525,0.033084145,FCER1G/HLA-DRA/HLA-DRB1/RORA,4,0.962962963,19.36599945,0.772727273,1
GO:0002705,GO:0002705,positive regulation of leukocyte mediated immunity,5/93,134/18722,0.000547083,0.038779525,0.033084145,FBXO38/HLA-DRA/HLA-DRB1/DDX21/SCIMP,5,0.693877551,10.68169997,0.453061224,1
GO:0032633,GO:0032633,interleukin-4 production,3/93,33/18722,0.000581126,0.038779525,0.033084145,FCER1G/NDFIP1/HLA-DRB1,3,0.37,17.42593314,0.68,0
GO:0032673,GO:0032673,regulation of interleukin-4 production,3/93,33/18722,0.000581126,0.038779525,0.033084145,FCER1G/NDFIP1/HLA-DRB1,3,0.37,17.42593314,0.68,0
GO:0002573,GO:0002573,myeloid leukocyte differentiation,6/93,208/18722,0.000597527,0.038779525,0.033084145,NDFIP1/CSF1R/CD74/HLA-DRB1/FOS/ANXA2,6,0.549828179,14.22063793,0.666666667,1
GO:0030099,GO:0030099,myeloid cell differentiation,8/93,381/18722,0.000617569,0.038787336,0.033090809,NDFIP1/CSF1R/CD74/HSPA1B/HLA-DRB1/RPS6/FOS/ANXA2,8,0.584210526,13.00072352,0.630263158,1
GO:0048145,GO:0048145,regulation of fibroblast proliferation,4/93,80/18722,0.000676312,0.040498302,0.034550493,S100A6/CD74/FTH1/ANXA2,4,0.720538721,20.71454055,0.828282828,0
GO:0042110,GO:0042110,T cell activation,9/93,487/18722,0.00070381,0.040498302,0.034550493,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1/RPS6/RORA,9,0.775413712,13.93595217,0.658392435,1
GO:0048144,GO:0048144,fibroblast proliferation,4/93,81/18722,0.000708764,0.040498302,0.034550493,S100A6/CD74/FTH1/ANXA2,4,0.845117845,20.71454055,0.828282828,0
GO:0002377,GO:0002377,immunoglobulin production,6/93,216/18722,0.000728013,0.040498302,0.034550493,NDFIP1/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1/PMS2,6,0.70790378,10.74918859,0.501718213,1
GO:0030224,GO:0030224,monocyte differentiation,3/93,36/18722,0.000752345,0.04068933,0.034713466,CSF1R/CD74/HLA-DRB1,3,0.853333333,15.09088147,0.72,1
GO:0060326,GO:0060326,cell chemotaxis,7/93,310/18722,0.000895548,0.047125169,0.040204101,RAB13/FCER1G/HBEGF/CSF1R/CD74/GPSM3/RAC1,7,0.723958333,14.86094466,0.730654762,0
GO:0002703,GO:0002703,regulation of leukocyte mediated immunity,6/93,226/18722,0.000920991,0.047188669,0.040258276,NDFIP1/FBXO38/HLA-DRA/HLA-DRB1/DDX21/SCIMP,6,0.774914089,9.491904568,0.417525773,1
GO:0051492,GO:0051492,regulation of stress fiber assembly,4/93,91/18722,0.001096412,0.052894202,0.045125862,STMN1/S100A10/RAC1/PFN1,4,0.771043771,17.7744565,0.717171717,0
GO:0002699,GO:0002699,positive regulation of immune effector process,6/93,235/18722,0.001126394,0.052894202,0.045125862,FBXO38/CD74/HLA-DRA/HLA-DRB1/DDX21/SCIMP,6,0.745704467,11.40319758,0.5,1
GO:0030574,GO:0030574,collagen catabolic process,3/93,42/18722,0.001183901,0.052894202,0.045125862,CTSS/MMP19/CST3,3,0.743333333,17.42349326,0.776666667,0
GO:0002690,GO:0002690,positive regulation of leukocyte chemotaxis,4/93,94/18722,0.001236931,0.052894202,0.045125862,CSF1R/CD74/GPSM3/RAC1,4,0.727272727,13.88828359,0.712121212,1
GO:1903131,GO:1903131,mononuclear cell differentiation,8/93,426/18722,0.001268489,0.052894202,0.045125862,FCER1G/NDFIP1/CSF1R/CD74/HLA-DRA/HLA-DRB1/RPS6/RORA,8,0.659649123,14.94958358,0.685526316,1
GO:0001765,GO:0001765,membrane raft assembly,2/93,11/18722,0.001304017,0.052894202,0.045125862,S100A10/ANXA2,2,0.97029703,22.87655072,0.866336634,0
GO:0002732,GO:0002732,positive regulation of dendritic cell cytokine production,2/93,11/18722,0.001304017,0.052894202,0.045125862,DDX21/SCIMP,2,0.795379538,3.504477616,0.252475248,1
GO:0045657,GO:0045657,positive regulation of monocyte differentiation,2/93,11/18722,0.001304017,0.052894202,0.045125862,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,1
GO:0046598,GO:0046598,positive regulation of viral entry into host cell,2/93,11/18722,0.001304017,0.052894202,0.045125862,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,0
GO:0075294,GO:0075294,positive regulation by symbiont of entry into host,2/93,11/18722,0.001304017,0.052894202,0.045125862,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,0
GO:0045785,GO:0045785,positive regulation of cell adhesion,8/93,437/18722,0.001490616,0.056238243,0.047978778,S100A10/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1/RAC1/SPOCK2,8,0.884210526,15.89796538,0.730263158,0
GO:0002697,GO:0002697,regulation of immune effector process,7/93,339/18722,0.001500341,0.056238243,0.047978778,NDFIP1/FBXO38/CD74/HLA-DRA/HLA-DRB1/DDX21/SCIMP,7,0.720486111,10.28030186,0.462797619,1
GO:0043122,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,6/93,249/18722,0.00151375,0.056238243,0.047978778,S100A4/NDFIP1/CD74/HLA-DRB1/DDX21/RORA,6,0.618556701,12.21290241,0.558419244,0
GO:0110020,GO:0110020,regulation of actomyosin structure organization,4/93,100/18722,0.001554963,0.056238243,0.047978778,STMN1/S100A10/RAC1/PFN1,4,0.771043771,17.7744565,0.717171717,0
GO:0002424,GO:0002424,T cell mediated immune response to tumor cell,2/93,12/18722,0.001559766,0.056238243,0.047978778,FBXO38/HLA-DRB1,2,0.415841584,11.7020976,0.445544554,1
GO:0043380,GO:0043380,regulation of memory T cell differentiation,2/93,12/18722,0.001559766,0.056238243,0.047978778,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0045639,GO:0045639,positive regulation of myeloid cell differentiation,4/93,103/18722,0.001733563,0.060365082,0.051499526,CD74/HSPA1B/HLA-DRB1/FOS,4,0.683501684,13.33878402,0.623737374,1
GO:0048146,GO:0048146,positive regulation of fibroblast proliferation,3/93,48/18722,0.001745764,0.060365082,0.051499526,S100A6/CD74/ANXA2,3,0.733333333,20.10831776,0.813333333,0
GO:0030217,GO:0030217,T cell differentiation,6/93,257/18722,0.001776534,0.060365082,0.051499526,FCER1G/CD74/HLA-DRA/HLA-DRB1/RPS6/RORA,6,0.776632302,17.80538859,0.761168385,1
GO:0043379,GO:0043379,memory T cell differentiation,2/93,13/18722,0.001837408,0.060365082,0.051499526,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0048012,GO:0048012,hepatocyte growth factor receptor signaling pathway,2/93,13/18722,0.001837408,0.060365082,0.051499526,STMN1/RAC1,2,0.627062706,13.88216864,0.608910891,0
GO:0032231,GO:0032231,regulation of actin filament bundle assembly,4/93,105/18722,0.001860249,0.060365082,0.051499526,STMN1/S100A10/RAC1/PFN1,4,0.774410774,17.7744565,0.717171717,0
GO:0030038,GO:0030038,contractile actin filament bundle assembly,4/93,106/18722,0.001925938,0.060480658,0.051598128,STMN1/S100A10/RAC1/PFN1,4,0.754208754,17.7744565,0.717171717,0
GO:0043149,GO:0043149,stress fiber assembly,4/93,106/18722,0.001925938,0.060480658,0.051598128,STMN1/S100A10/RAC1/PFN1,4,0.754208754,17.7744565,0.717171717,0
GO:0071622,GO:0071622,regulation of granulocyte chemotaxis,3/93,51/18722,0.002079517,0.064266977,0.054828368,CSF1R/CD74/RAC1,3,0.67,15.50628846,0.74,1
GO:0090715,GO:0090715,immunological memory formation process,2/93,14/18722,0.002136724,0.065003158,0.055456429,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0043123,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,5/93,186/18722,0.002353511,0.070363907,0.060029868,S100A4/NDFIP1/CD74/HLA-DRB1/DDX21,5,0.738095238,13.50872759,0.587755102,0
GO:0002730,GO:0002730,regulation of dendritic cell cytokine production,2/93,15/18722,0.002457496,0.070363907,0.060029868,DDX21/SCIMP,2,0.795379538,3.504477616,0.252475248,1
GO:0002836,GO:0002836,positive regulation of response to tumor cell,2/93,15/18722,0.002457496,0.070363907,0.060029868,FBXO38/HLA-DRB1,2,0.534653465,11.7020976,0.445544554,0
GO:0002839,GO:0002839,positive regulation of immune response to tumor cell,2/93,15/18722,0.002457496,0.070363907,0.060029868,FBXO38/HLA-DRB1,2,0.415841584,11.7020976,0.445544554,1
GO:0031113,GO:0031113,regulation of microtubule polymerization,3/93,55/18722,0.002582538,0.072620699,0.061955215,STMN1/HSPA1B/RAC1,3,0.276666667,10.69621659,0.51,0
GO:0030098,GO:0030098,lymphocyte differentiation,7/93,374/18722,0.002610914,0.072620699,0.061955215,FCER1G/NDFIP1/CD74/HLA-DRA/HLA-DRB1/RPS6/RORA,7,0.829861111,15.76789416,0.688988095,1
GO:0002711,GO:0002711,positive regulation of T cell mediated immunity,3/93,56/18722,0.002718984,0.072969066,0.062252418,FBXO38/HLA-DRA/HLA-DRB1,3,0.75,15.46651487,0.59,1
GO:0031529,GO:0031529,ruffle organization,3/93,56/18722,0.002718984,0.072969066,0.062252418,CSF1R/RAC1/PFN1,3,0.783333333,17.53907798,0.763333333,0
GO:0007249,GO:0007249,I-kappaB kinase/NF-kappaB signaling,6/93,281/18722,0.00277535,0.072969066,0.062252418,S100A4/NDFIP1/CD74/HLA-DRB1/DDX21/RORA,6,0.508591065,12.21290241,0.558419244,0
GO:0002371,GO:0002371,dendritic cell cytokine production,2/93,16/18722,0.002799509,0.072969066,0.062252418,DDX21/SCIMP,2,0.739273927,3.504477616,0.252475248,1
GO:0050878,GO:0050878,regulation of body fluid levels,7/93,379/18722,0.002810827,0.072969066,0.062252418,STMN1/ELOVL1/FCER1G/GNA12/ACTB/ANXA2/APRT,7,0.637152778,14.07915514,0.650297619,0
GO:0002763,GO:0002763,positive regulation of myeloid leukocyte differentiation,3/93,58/18722,0.003005037,0.076398936,0.065178558,CD74/HLA-DRB1/FOS,3,0.816666667,16.34360786,0.726666667,1
GO:0002761,GO:0002761,regulation of myeloid leukocyte differentiation,4/93,120/18722,0.003021427,0.076398936,0.065178558,NDFIP1/CD74/HLA-DRB1/FOS,4,0.740740741,13.14343779,0.608585859,1
GO:0045591,GO:0045591,positive regulation of regulatory T cell differentiation,2/93,17/18722,0.003162548,0.077942796,0.066495679,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0090713,GO:0090713,immunological memory process,2/93,17/18722,0.003162548,0.077942796,0.066495679,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0002688,GO:0002688,regulation of leukocyte chemotaxis,4/93,122/18722,0.00320647,0.078037461,0.066576441,CSF1R/CD74/GPSM3/RAC1,4,0.804713805,13.88828359,0.712121212,1
GO:0042176,GO:0042176,regulation of protein catabolic process,7/93,391/18722,0.003338676,0.080251876,0.068465634,NDFIP1/HSPA1B/ZFAND2A/GNA12/CDK2/ANXA2/CST3,7,0.442708333,9.851606787,0.444940476,0
GO:0043030,GO:0043030,regulation of macrophage activation,3/93,61/18722,0.003467684,0.082062843,0.070010632,CD74/RORA/CST7,3,0.91,9.416564524,0.563333333,1
GO:0071621,GO:0071621,granulocyte chemotaxis,4/93,125/18722,0.003498313,0.082062843,0.070010632,FCER1G/CSF1R/CD74/RAC1,4,0.734006734,18.55329699,0.808080808,1
GO:0032757,GO:0032757,positive regulation of interleukin-8 production,3/93,62/18722,0.003631024,0.084161941,0.071801445,CD14/CD74/HSPA1B,3,0.25,14.71334318,0.663333333,0
GO:0022617,GO:0022617,extracellular matrix disassembly,3/93,63/18722,0.003798994,0.086007448,0.073375911,CTSS/MMP19/CST3,3,0.743333333,17.42349326,0.776666667,0
GO:0032233,GO:0032233,positive regulation of actin filament bundle assembly,3/93,63/18722,0.003798994,0.086007448,0.073375911,S100A10/RAC1/PFN1,3,0.953333333,21.87341966,0.83,0
GO:0002483,GO:0002483,antigen processing and presentation of endogenous peptide antigen,2/93,19/18722,0.003950854,0.087606838,0.074740405,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0045637,GO:0045637,regulation of myeloid cell differentiation,5/93,210/18722,0.003959631,0.087606838,0.074740405,NDFIP1/CD74/HSPA1B/HLA-DRB1/FOS,5,0.761904762,11.37961272,0.548979592,1
GO:0006457,GO:0006457,protein folding,5/93,212/18722,0.004121743,0.088770018,0.075732754,GRPEL2/CD74/HSPA1B/PFDN6/TCP1,5,0.724489796,5.528874333,0.291836735,0
GO:0002720,GO:0002720,positive regulation of cytokine production involved in immune response,3/93,65/18722,0.004148984,0.088770018,0.075732754,CD74/DDX21/SCIMP,3,0.64,7.339880285,0.41,1
GO:0046513,GO:0046513,ceramide biosynthetic process,3/93,65/18722,0.004148984,0.088770018,0.075732754,ELOVL1/B4GALT3/ORMDL2,3,0.41,5.422812939,0.363333333,0
GO:0042093,GO:0042093,T-helper cell differentiation,3/93,66/18722,0.004331081,0.090632874,0.077322021,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0002834,GO:0002834,regulation of response to tumor cell,2/93,20/18722,0.004375701,0.090632874,0.077322021,FBXO38/HLA-DRB1,2,0.534653465,11.7020976,0.445544554,0
GO:0002837,GO:0002837,regulation of immune response to tumor cell,2/93,20/18722,0.004375701,0.090632874,0.077322021,FBXO38/HLA-DRB1,2,0.534653465,11.7020976,0.445544554,1
GO:0050870,GO:0050870,positive regulation of T cell activation,5/93,216/18722,0.004460134,0.090885679,0.077537698,CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,5,1,14.81897896,0.697959184,1
GO:0032434,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,4/93,134/18722,0.004481266,0.090885679,0.077537698,HSPA1B/ZFAND2A/GNA12/CDK2,4,0.457912458,4.01187488,0.244949495,0
GO:0070374,GO:0070374,positive regulation of ERK1 and ERK2 cascade,5/93,217/18722,0.004547737,0.09128292,0.077876597,CSF1R/CD74/HLA-DRB1/RAP1B/SCIMP,5,0.785714286,10.66112348,0.548979592,0
GO:0002687,GO:0002687,positive regulation of leukocyte migration,4/93,135/18722,0.004600819,0.091406061,0.077981653,CSF1R/CD74/GPSM3/RAC1,4,0.804713805,13.88828359,0.712121212,1
GO:0002294,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",3/93,68/18722,0.004709666,0.092623431,0.079020233,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0045655,GO:0045655,regulation of monocyte differentiation,2/93,21/18722,0.004820732,0.092741944,0.07912134,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,1
GO:0061081,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,2/93,21/18722,0.004820732,0.092741944,0.07912134,CD74/DDX21,2,0.372937294,9.092242669,0.475247525,1
GO:0002287,GO:0002287,alpha-beta T cell activation involved in immune response,3/93,69/18722,0.004906225,0.092741944,0.07912134,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0002293,GO:0002293,alpha-beta T cell differentiation involved in immune response,3/93,69/18722,0.004906225,0.092741944,0.07912134,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0010310,GO:0010310,regulation of hydrogen peroxide metabolic process,2/93,22/18722,0.005285741,0.098955172,0.084422059,SOD2/RAC1,2,0.927392739,23.97637802,0.910891089,0
GO:0050921,GO:0050921,positive regulation of chemotaxis,4/93,141/18722,0.005363499,0.099454603,0.084848141,CSF1R/CD74/GPSM3/RAC1,4,0.737373737,13.88828359,0.712121212,0
GO:0030595,GO:0030595,leukocyte chemotaxis,5/93,230/18722,0.005801007,0.106552459,0.090903565,FCER1G/CSF1R/CD74/GPSM3/RAC1,5,0.802721088,16.64949139,0.773469388,1
GO:0050863,GO:0050863,regulation of T cell activation,6/93,329/18722,0.005966024,0.108559335,0.0926157,NDFIP1/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,6,0.891752577,12.93963705,0.62371134,1
GO:0051123,GO:0051123,RNA polymerase II preinitiation complex assembly,2/93,24/18722,0.006274873,0.111472927,0.095101386,TAF7/GTF2A2,2,0.904290429,3.694034826,0.247524752,0
GO:0090023,GO:0090023,positive regulation of neutrophil chemotaxis,2/93,24/18722,0.006274873,0.111472927,0.095101386,CD74/RAC1,2,0.653465347,18.64872793,0.787128713,1
GO:0002181,GO:0002181,cytoplasmic translation,4/93,148/18722,0.006355159,0.111472927,0.095101386,RPS27/RPS18/RPS6/RPL13,4,1,13.99461845,0.704545455,0
GO:0097530,GO:0097530,granulocyte migration,4/93,148/18722,0.006355159,0.111472927,0.095101386,FCER1G/CSF1R/CD74/RAC1,4,0.734006734,18.55329699,0.808080808,1
GO:1903037,GO:1903037,regulation of leukocyte cell-cell adhesion,6/93,336/18722,0.006592141,0.113159795,0.096540511,NDFIP1/CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,6,0.89347079,12.93963705,0.62371134,0
GO:0007265,GO:0007265,Ras protein signal transduction,6/93,337/18722,0.006685344,0.113159795,0.096540511,STMN1/DENND4B/GNA12/RAC1/CDK2/RAP1B,6,0.348797251,7.228043205,0.352233677,0
GO:0031579,GO:0031579,membrane raft organization,2/93,25/18722,0.006798591,0.113159795,0.096540511,S100A10/ANXA2,2,0.96039604,22.87655072,0.866336634,0
GO:0035902,GO:0035902,response to immobilization stress,2/93,25/18722,0.006798591,0.113159795,0.096540511,SOD2/FOS,2,0.722772277,19.32278725,0.816831683,0
GO:0061436,GO:0061436,establishment of skin barrier,2/93,25/18722,0.006798591,0.113159795,0.096540511,STMN1/ELOVL1,2,0.874587459,6.394025949,0.45049505,0
GO:1903039,GO:1903039,positive regulation of leukocyte cell-cell adhesion,5/93,239/18722,0.006800049,0.113159795,0.096540511,CD74/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1,5,1,14.81897896,0.697959184,0
GO:0002418,GO:0002418,immune response to tumor cell,2/93,26/18722,0.007341475,0.119083256,0.101594019,FBXO38/HLA-DRB1,2,0.415841584,11.7020976,0.445544554,1
GO:0097066,GO:0097066,response to thyroid hormone,2/93,26/18722,0.007341475,0.119083256,0.101594019,CTSS/ANXA2,2,0.788778878,20.93432539,0.826732673,0
GO:1901264,GO:1901264,carbohydrate derivative transport,3/93,80/18722,0.007398146,0.119083256,0.101594019,SLC35A4/PSAP/NPC2,3,0.696666667,16.41436185,0.626666667,0
GO:0006898,GO:0006898,receptor-mediated endocytosis,5/93,244/18722,0.007404346,0.119083256,0.101594019,FCER1G/CD14/RAC1/CD63/ANXA2,5,0.863945578,24.63108669,0.940816327,0
GO:0006665,GO:0006665,sphingolipid metabolic process,4/93,155/18722,0.007461817,0.119083256,0.101594019,ELOVL1/B4GALT3/PSAP/ORMDL2,4,0.407407407,9.959930656,0.5,0
GO:0051017,GO:0051017,actin filament bundle assembly,4/93,157/18722,0.007799873,0.121163583,0.103368818,STMN1/S100A10/RAC1/PFN1,4,0.754208754,17.7744565,0.717171717,0
GO:1902107,GO:1902107,positive regulation of leukocyte differentiation,4/93,157/18722,0.007799873,0.121163583,0.103368818,CD74/HLA-DRA/HLA-DRB1/FOS,4,0.835016835,18.00654325,0.767676768,1
GO:1903708,GO:1903708,positive regulation of hemopoiesis,4/93,157/18722,0.007799873,0.121163583,0.103368818,CD74/HLA-DRA/HLA-DRB1/FOS,4,0.835016835,18.00654325,0.767676768,1
GO:0033561,GO:0033561,regulation of water loss via skin,2/93,27/18722,0.007903326,0.121163583,0.103368818,STMN1/ELOVL1,2,0.874587459,6.394025949,0.45049505,0
GO:0071624,GO:0071624,positive regulation of granulocyte chemotaxis,2/93,27/18722,0.007903326,0.121163583,0.103368818,CD74/RAC1,2,0.653465347,18.64872793,0.787128713,1
GO:0009410,GO:0009410,response to xenobiotic stimulus,7/93,462/18722,0.00816196,0.122597219,0.104591902,S100A10/SOD2/GNA12/PMS2/RAP1B/FOS/RORA,7,0.536458333,11.37181001,0.529761905,0
GO:0043367,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",3/93,83/18722,0.008185741,0.122597219,0.104591902,HLA-DRA/HLA-DRB1/RORA,3,0.973333333,16.58989174,0.693333333,1
GO:0046785,GO:0046785,microtubule polymerization,3/93,83/18722,0.008185741,0.122597219,0.104591902,STMN1/HSPA1B/RAC1,3,0.276666667,10.69621659,0.51,0
GO:0045589,GO:0045589,regulation of regulatory T cell differentiation,2/93,28/18722,0.008483946,0.122674213,0.104657588,HLA-DRA/HLA-DRB1,2,0.98019802,22.01794935,0.831683168,1
GO:0051894,GO:0051894,positive regulation of focal adhesion assembly,2/93,28/18722,0.008483946,0.122674213,0.104657588,S100A10/RAC1,2,0.877887789,22.25560238,0.841584158,0
