,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:2000279,GO:2000279,negative regulation of DNA biosynthetic process,2/81,38/18722,0.011750178,0.384213516,0.360724983,EXOSC10/XRN1,2,0.643564356,1.960447151,0.668316832,0
GO:0051960,GO:0051960,regulation of nervous system development,6/81,443/18722,0.012390344,0.384213516,0.360724983,JAM2/AKT1/IL6ST/BMPR1A/ANKRD27/ASCL2,6,0.231958763,1.792292241,0.390034364,0
GO:0036293,GO:0036293,response to decreased oxygen levels,5/81,322/18722,0.012902042,0.384213516,0.360724983,PLK3/AKT1/NDRG1/CASP1/ASCL2,5,0.568027211,2.374517321,0.706122449,0
GO:0014037,GO:0014037,Schwann cell differentiation,2/81,40/18722,0.012964775,0.384213516,0.360724983,AKT1/NDRG1,2,0.745874587,1.770945834,0.420792079,0
GO:0045022,GO:0045022,early endosome to late endosome transport,2/81,40/18722,0.012964775,0.384213516,0.360724983,ANKRD27/SNF8,2,0.135313531,2.13427521,0.613861386,0
GO:0071675,GO:0071675,regulation of mononuclear cell migration,3/81,115/18722,0.013613236,0.384213516,0.360724983,JAM2/AKT1/ADTRP,3,0.49,1.906418042,0.46,1
GO:0000082,GO:0000082,G1/S transition of mitotic cell cycle,4/81,214/18722,0.013925238,0.384213516,0.360724983,PLK3/PPP6C/AKT1/TFDP1,4,0.582491582,1.92338965,0.608585859,0
GO:0007520,GO:0007520,myoblast fusion,2/81,42/18722,0.014231687,0.384213516,0.360724983,JAM2/FLOT1,2,0.603960396,2.253514226,0.485148515,0
GO:0042168,GO:0042168,heme metabolic process,2/81,42/18722,0.014231687,0.384213516,0.360724983,CPOX/ABCB7,2,0.927392739,1.809193407,0.49009901,0
GO:0090503,GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",2/81,42/18722,0.014231687,0.384213516,0.360724983,EXOSC10/XRN1,2,0.653465347,1.960447151,0.668316832,0
GO:0072676,GO:0072676,lymphocyte migration,3/81,117/18722,0.014254676,0.384213516,0.360724983,JAM2/AKT1/ADTRP,3,0.49,1.906418042,0.46,1
GO:0098927,GO:0098927,vesicle-mediated transport between endosomal compartments,2/81,43/18722,0.014884456,0.384213516,0.360724983,ANKRD27/SNF8,2,0.135313531,2.13427521,0.613861386,0
GO:0002066,GO:0002066,columnar/cuboidal epithelial cell development,2/81,44/18722,0.015549942,0.384213516,0.360724983,AKT1/IL6ST,2,0.059405941,1.831809831,0.504950495,0
GO:0042554,GO:0042554,superoxide anion generation,2/81,44/18722,0.015549942,0.384213516,0.360724983,AKT1/SH3PXD2A,2,0.376237624,1.729828023,0.326732673,0
GO:0050999,GO:0050999,regulation of nitric-oxide synthase activity,2/81,44/18722,0.015549942,0.384213516,0.360724983,AKT1/NOSIP,2,0.386138614,2.073979172,0.658415842,0
GO:0008631,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,2/81,45/18722,0.016228024,0.384213516,0.360724983,AKT1/GSKIP,2,0.01650165,1.84710048,0.524752475,0
GO:0071364,GO:0071364,cellular response to epidermal growth factor stimulus,2/81,45/18722,0.016228024,0.384213516,0.360724983,EEF1A1/AKT1,2,0.217821782,2.665841148,0.707920792,0
GO:1900087,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,2/81,46/18722,0.016918583,0.384213516,0.360724983,AKT1/TFDP1,2,0.425742574,1.798453086,0.465346535,0
GO:0070482,GO:0070482,response to oxygen levels,5/81,347/18722,0.017298647,0.384213516,0.360724983,PLK3/AKT1/NDRG1/CASP1/ASCL2,5,0.670068027,2.374517321,0.706122449,0
GO:0001649,GO:0001649,osteoblast differentiation,4/81,229/18722,0.017430987,0.384213516,0.360724983,AKT1/TMEM64/IL6ST/BMPR1A,4,0.191919192,1.733268122,0.351010101,0
GO:0031641,GO:0031641,regulation of myelination,2/81,47/18722,0.017621502,0.384213516,0.360724983,JAM2/AKT1,2,0.161716172,1.58371175,0.227722772,0
GO:0045332,GO:0045332,phospholipid translocation,2/81,47/18722,0.017621502,0.384213516,0.360724983,ATP8B2/ATP8A1,2,0.98679868,1.795024529,0.405940594,0
GO:0072583,GO:0072583,clathrin-dependent endocytosis,2/81,47/18722,0.017621502,0.384213516,0.360724983,SLC9B2/LMBRD1,2,0.825082508,1.821972205,0.5,0
GO:0002686,GO:0002686,negative regulation of leukocyte migration,2/81,48/18722,0.018336664,0.384213516,0.360724983,AKT1/ADTRP,2,0.782178218,2.171266976,0.683168317,1
GO:0015804,GO:0015804,neutral amino acid transport,2/81,48/18722,0.018336664,0.384213516,0.360724983,SFXN1/LLGL2,2,0.260726073,2.040924017,0.658415842,0
GO:0006778,GO:0006778,porphyrin-containing compound metabolic process,2/81,49/18722,0.019063952,0.384213516,0.360724983,CPOX/ABCB7,2,0.927392739,1.809193407,0.49009901,0
GO:0030225,GO:0030225,macrophage differentiation,2/81,49/18722,0.019063952,0.384213516,0.360724983,GAB3/L3MBTL3,2,0.686468647,1.774485636,0.435643564,1
GO:0070849,GO:0070849,response to epidermal growth factor,2/81,49/18722,0.019063952,0.384213516,0.360724983,EEF1A1/AKT1,2,0.217821782,2.665841148,0.707920792,0
GO:0045667,GO:0045667,regulation of osteoblast differentiation,3/81,132/18722,0.019608875,0.384213516,0.360724983,TMEM64/IL6ST/BMPR1A,3,0.253333333,1.714123054,0.323333333,0
GO:0051052,GO:0051052,regulation of DNA metabolic process,5/81,359/18722,0.019724629,0.384213516,0.360724983,EXOSC10/MPHOSPH8/AKT1/XRN1/TFDP1,5,0.581632653,1.913333124,0.608163265,0
GO:0042552,GO:0042552,myelination,3/81,134/18722,0.020395701,0.384213516,0.360724983,JAM2/AKT1/NDRG1,3,0.443333333,1.639537281,0.283333333,0
GO:0044843,GO:0044843,cell cycle G1/S phase transition,4/81,241/18722,0.020600141,0.384213516,0.360724983,PLK3/PPP6C/AKT1/TFDP1,4,0.595959596,1.92338965,0.608585859,0
GO:0007272,GO:0007272,ensheathment of neurons,3/81,136/18722,0.021199761,0.384213516,0.360724983,JAM2/AKT1/NDRG1,3,0.443333333,1.639537281,0.283333333,0
GO:0008366,GO:0008366,axon ensheathment,3/81,136/18722,0.021199761,0.384213516,0.360724983,JAM2/AKT1/NDRG1,3,0.443333333,1.639537281,0.283333333,0
GO:0034204,GO:0034204,lipid translocation,2/81,52/18722,0.021317423,0.384213516,0.360724983,ATP8B2/ATP8A1,2,0.98679868,1.795024529,0.405940594,0
GO:0035196,GO:0035196,production of miRNAs involved in gene silencing by miRNA,2/81,52/18722,0.021317423,0.384213516,0.360724983,BCDIN3D/DROSHA,2,0.095709571,1.670724303,0.257425743,0
GO:2000378,GO:2000378,negative regulation of reactive oxygen species metabolic process,2/81,52/18722,0.021317423,0.384213516,0.360724983,ABCB7/AKT1,2,0.442244224,1.795873576,0.46039604,0
GO:0032210,GO:0032210,regulation of telomere maintenance via telomerase,2/81,53/18722,0.022092068,0.384213516,0.360724983,EXOSC10/XRN1,2,0.643564356,1.960447151,0.668316832,0
GO:0031050,GO:0031050,dsRNA processing,2/81,54/18722,0.02287827,0.384213516,0.360724983,BCDIN3D/DROSHA,2,0.095709571,1.670724303,0.257425743,0
GO:0070918,GO:0070918,production of small RNA involved in gene silencing by RNA,2/81,54/18722,0.02287827,0.384213516,0.360724983,BCDIN3D/DROSHA,2,0.082508251,1.670724303,0.257425743,0
GO:0007009,GO:0007009,plasma membrane organization,3/81,142/18722,0.023715425,0.384213516,0.360724983,AKT1/NDRG1/FLOT1,3,0.85,2.224066649,0.6,0
GO:2000045,GO:2000045,regulation of G1/S transition of mitotic cell cycle,3/81,142/18722,0.023715425,0.384213516,0.360724983,PLK3/AKT1/TFDP1,3,0.283333333,1.889612975,0.566666667,0
GO:0031122,GO:0031122,cytoplasmic microtubule organization,2/81,56/18722,0.024484894,0.384213516,0.360724983,SLAIN1/PLK3,2,0.768976898,1.806940278,0.435643564,0
GO:0046622,GO:0046622,positive regulation of organ growth,2/81,56/18722,0.024484894,0.384213516,0.360724983,AKT1/BMPR1A,2,0.283828383,1.676042892,0.282178218,0
GO:0030099,GO:0030099,myeloid cell differentiation,5/81,381/18722,0.024733636,0.384213516,0.360724983,GAB3/SLC9B2/TMEM64/SH3PXD2A/L3MBTL3,5,0.578231293,1.735863273,0.351020408,1
GO:0022412,GO:0022412,cellular process involved in reproduction in multicellular organism,5/81,384/18722,0.025474621,0.384213516,0.360724983,TDRKH/JAM2/AKT1/REC8/ZSCAN21,5,0.68707483,1.638691676,0.214285714,0
GO:0002763,GO:0002763,positive regulation of myeloid leukocyte differentiation,2/81,58/18722,0.026136409,0.384213516,0.360724983,SLC9B2/TMEM64,2,0.669966997,1.730696187,0.346534653,1
GO:0097035,GO:0097035,regulation of membrane lipid distribution,2/81,58/18722,0.026136409,0.384213516,0.360724983,ATP8B2/ATP8A1,2,0.98679868,1.795024529,0.405940594,0
GO:1902808,GO:1902808,positive regulation of cell cycle G1/S phase transition,2/81,58/18722,0.026136409,0.384213516,0.360724983,AKT1/TFDP1,2,0.415841584,1.798453086,0.465346535,0
GO:0032768,GO:0032768,regulation of monooxygenase activity,2/81,59/18722,0.026978727,0.384213516,0.360724983,AKT1/NOSIP,2,0.386138614,2.073979172,0.658415842,0
GO:0042176,GO:0042176,regulation of protein catabolic process,5/81,391/18722,0.027258868,0.384213516,0.360724983,EEF1A1/PLK3/ODC1/AKT1/SNF8,5,0.629251701,2.410094833,0.785714286,0
GO:0071456,GO:0071456,cellular response to hypoxia,3/81,151/18722,0.027779889,0.384213516,0.360724983,PLK3/AKT1/NDRG1,3,0.433333333,1.871274807,0.536666667,0
GO:0090501,GO:0090501,RNA phosphodiester bond hydrolysis,3/81,152/18722,0.028253013,0.384213516,0.360724983,EXOSC10/XRN1/DROSHA,3,0.636666667,1.839104227,0.493333333,0
GO:1904356,GO:1904356,regulation of telomere maintenance via telomere lengthening,2/81,61/18722,0.028695943,0.384213516,0.360724983,EXOSC10/XRN1,2,0.653465347,1.960447151,0.668316832,0
GO:0002260,GO:0002260,lymphocyte homeostasis,2/81,62/18722,0.029570626,0.384213516,0.360724983,AKT1/TNFRSF13B,2,0.04950495,2.018324023,0.638613861,1
GO:0046148,GO:0046148,pigment biosynthetic process,2/81,62/18722,0.029570626,0.384213516,0.360724983,CPOX/ABCB7,2,0.927392739,1.809193407,0.49009901,0
GO:0045670,GO:0045670,regulation of osteoclast differentiation,2/81,64/18722,0.031351613,0.384213516,0.360724983,SLC9B2/TMEM64,2,0.656765677,1.730696187,0.346534653,1
GO:0034655,GO:0034655,nucleobase-containing compound catabolic process,5/81,407/18722,0.031632308,0.384213516,0.360724983,EXOSC10/AMPD3/AKT1/XRN1/DROSHA,5,0.704081633,1.862546195,0.520408163,0
GO:0033692,GO:0033692,cellular polysaccharide biosynthetic process,2/81,65/18722,0.032257707,0.384213516,0.360724983,AKT1/B3GNT4,2,0.201320132,1.601550369,0.232673267,0
GO:0006401,GO:0006401,RNA catabolic process,4/81,278/18722,0.032505012,0.384213516,0.360724983,EXOSC10/AKT1/XRN1/DROSHA,4,0.764309764,1.827004002,0.47979798,0
GO:0036294,GO:0036294,cellular response to decreased oxygen levels,3/81,161/18722,0.032703962,0.384213516,0.360724983,PLK3/AKT1/NDRG1,3,0.433333333,1.871274807,0.536666667,0
GO:1902105,GO:1902105,regulation of leukocyte differentiation,4/81,279/18722,0.032872588,0.384213516,0.360724983,HLA-B/SLC9B2/TMEM64/DROSHA,4,0.296296296,2.325451895,0.45959596,1
GO:0045600,GO:0045600,positive regulation of fat cell differentiation,2/81,66/18722,0.033174062,0.384213516,0.360724983,AKT1/TMEM64,2,0.782178218,1.749386847,0.361386139,0
GO:0072331,GO:0072331,signal transduction by p53 class mediator,3/81,163/18722,0.033740021,0.384213516,0.360724983,PLK3/AKT1/NDRG1,3,0.433333333,1.871274807,0.536666667,0
GO:0072665,GO:0072665,protein localization to vacuole,2/81,67/18722,0.034100574,0.384213516,0.360724983,LMBRD1/SNF8,2,0.745874587,2.217630415,0.752475248,0
GO:0044262,GO:0044262,cellular carbohydrate metabolic process,4/81,283/18722,0.034367352,0.384213516,0.360724983,AKT1/IL6ST/B3GNT4/GK,4,0.636363636,1.986128088,0.492424242,0
GO:0051146,GO:0051146,striated muscle cell differentiation,4/81,283/18722,0.034367352,0.384213516,0.360724983,JAM2/AKT1/FLOT1/BMPR1A,4,0.579124579,1.964778559,0.381313131,0
GO:0007004,GO:0007004,telomere maintenance via telomerase,2/81,69/18722,0.035983662,0.384213516,0.360724983,EXOSC10/XRN1,2,0.653465347,1.960447151,0.668316832,0
GO:0045669,GO:0045669,positive regulation of osteoblast differentiation,2/81,69/18722,0.035983662,0.384213516,0.360724983,IL6ST/BMPR1A,2,0.508250825,1.717149396,0.346534653,0
GO:1902806,GO:1902806,regulation of cell cycle G1/S phase transition,3/81,168/18722,0.036404415,0.384213516,0.360724983,PLK3/AKT1/TFDP1,3,0.283333333,1.889612975,0.566666667,0
GO:0061515,GO:0061515,myeloid cell development,2/81,71/18722,0.037906157,0.384213516,0.360724983,SLC9B2/L3MBTL3,2,0.247524752,1.77337686,0.430693069,1
GO:0007219,GO:0007219,Notch signaling pathway,3/81,172/18722,0.038611904,0.384213516,0.360724983,LLGL2/AKT1/IL6ST,3,0.25,1.81926905,0.49,0
GO:0042770,GO:0042770,signal transduction in response to DNA damage,3/81,172/18722,0.038611904,0.384213516,0.360724983,PLK3/RAD9B/NDRG1,3,0.45,1.76667141,0.406666667,0
GO:0000271,GO:0000271,polysaccharide biosynthetic process,2/81,72/18722,0.038881932,0.384213516,0.360724983,AKT1/B3GNT4,2,0.201320132,1.601550369,0.232673267,0
GO:0001707,GO:0001707,mesoderm formation,2/81,72/18722,0.038881932,0.384213516,0.360724983,TXNRD1/BMPR1A,2,0.204620462,2.247925239,0.534653465,0
GO:0005977,GO:0005977,glycogen metabolic process,2/81,72/18722,0.038881932,0.384213516,0.360724983,AKT1/IL6ST,2,0.059405941,1.831809831,0.504950495,0
GO:0030330,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",2/81,72/18722,0.038881932,0.384213516,0.360724983,PLK3/NDRG1,2,0.085808581,1.911560548,0.584158416,0
GO:0006073,GO:0006073,cellular glucan metabolic process,2/81,73/18722,0.039867258,0.384213516,0.360724983,AKT1/IL6ST,2,0.059405941,1.831809831,0.504950495,0
GO:0032456,GO:0032456,endocytic recycling,2/81,73/18722,0.039867258,0.384213516,0.360724983,ANKRD27/SNF8,2,0.135313531,2.13427521,0.613861386,0
GO:0044042,GO:0044042,glucan metabolic process,2/81,73/18722,0.039867258,0.384213516,0.360724983,AKT1/IL6ST,2,0.059405941,1.831809831,0.504950495,0
GO:0006801,GO:0006801,superoxide metabolic process,2/81,74/18722,0.040862037,0.384213516,0.360724983,AKT1/SH3PXD2A,2,0.376237624,1.729828023,0.326732673,0
GO:0048332,GO:0048332,mesoderm morphogenesis,2/81,74/18722,0.040862037,0.384213516,0.360724983,TXNRD1/BMPR1A,2,0.204620462,2.247925239,0.534653465,0
GO:0051881,GO:0051881,regulation of mitochondrial membrane potential,2/81,74/18722,0.040862037,0.384213516,0.360724983,AKT1/CASP1,2,0.524752475,2.810673177,0.712871287,0
GO:0071453,GO:0071453,cellular response to oxygen levels,3/81,177/18722,0.041465529,0.384213516,0.360724983,PLK3/AKT1/NDRG1,3,0.433333333,1.871274807,0.536666667,0
GO:0042063,GO:0042063,gliogenesis,4/81,301/18722,0.041579979,0.384213516,0.360724983,AKT1/NDRG1/IL6ST/ASCL2,4,0.383838384,1.96073179,0.580808081,0
GO:0006278,GO:0006278,RNA-dependent DNA biosynthetic process,2/81,75/18722,0.041866171,0.384213516,0.360724983,EXOSC10/XRN1,2,0.643564356,1.960447151,0.668316832,0
GO:0015849,GO:0015849,organic acid transport,4/81,303/18722,0.042430622,0.384213516,0.360724983,SFXN1/LLGL2/AKT1/SLC10A3,4,0.181818182,1.933039373,0.578282828,0
GO:0000338,GO:0000338,protein deneddylation,1/81,10/18722,0.042441936,0.384213516,0.360724983,COPS8,1,NA,NA,NA,0
GO:0003183,GO:0003183,mitral valve morphogenesis,1/81,10/18722,0.042441936,0.384213516,0.360724983,BMPR1A,1,NA,NA,NA,0
GO:0003330,GO:0003330,regulation of extracellular matrix constituent secretion,1/81,10/18722,0.042441936,0.384213516,0.360724983,ADTRP,1,NA,NA,NA,0
GO:0009169,GO:0009169,purine ribonucleoside monophosphate catabolic process,1/81,10/18722,0.042441936,0.384213516,0.360724983,AMPD3,1,NA,NA,NA,0
GO:0009950,GO:0009950,dorsal/ventral axis specification,1/81,10/18722,0.042441936,0.384213516,0.360724983,BMPR1A,1,NA,NA,NA,0
GO:0015911,GO:0015911,long-chain fatty acid import across plasma membrane,1/81,10/18722,0.042441936,0.384213516,0.360724983,AKT1,1,NA,NA,NA,0
GO:0031125,GO:0031125,rRNA 3'-end processing,1/81,10/18722,0.042441936,0.384213516,0.360724983,EXOSC10,1,NA,NA,NA,0
GO:0031642,GO:0031642,negative regulation of myelination,1/81,10/18722,0.042441936,0.384213516,0.360724983,JAM2,1,NA,NA,NA,0
GO:0032070,GO:0032070,regulation of deoxyribonuclease activity,1/81,10/18722,0.042441936,0.384213516,0.360724983,AKT1,1,NA,NA,NA,0
GO:0035646,GO:0035646,endosome to melanosome transport,1/81,10/18722,0.042441936,0.384213516,0.360724983,ANKRD27,1,NA,NA,NA,0
GO:0035907,GO:0035907,dorsal aorta development,1/81,10/18722,0.042441936,0.384213516,0.360724983,BMPR1A,1,NA,NA,NA,0
GO:0043485,GO:0043485,endosome to pigment granule transport,1/81,10/18722,0.042441936,0.384213516,0.360724983,ANKRD27,1,NA,NA,NA,0
GO:0045792,GO:0045792,negative regulation of cell size,1/81,10/18722,0.042441936,0.384213516,0.360724983,AKT1,1,NA,NA,NA,0
GO:0048340,GO:0048340,paraxial mesoderm morphogenesis,1/81,10/18722,0.042441936,0.384213516,0.360724983,BMPR1A,1,NA,NA,NA,0
GO:0048757,GO:0048757,pigment granule maturation,1/81,10/18722,0.042441936,0.384213516,0.360724983,ANKRD27,1,NA,NA,NA,0
GO:0006305,GO:0006305,DNA alkylation,2/81,76/18722,0.042879563,0.384213516,0.360724983,MPHOSPH8/TDRKH,2,0.947194719,1.876676332,0.514851485,0
GO:0006306,GO:0006306,DNA methylation,2/81,76/18722,0.042879563,0.384213516,0.360724983,MPHOSPH8/TDRKH,2,0.95379538,1.876676332,0.514851485,0
GO:0071897,GO:0071897,DNA biosynthetic process,3/81,180/18722,0.043227618,0.384213516,0.360724983,EXOSC10/XRN1/TFDP1,3,0.876666667,1.909032383,0.61,0
GO:0046700,GO:0046700,heterocycle catabolic process,5/81,445/18722,0.04371351,0.384213516,0.360724983,EXOSC10/AMPD3/AKT1/XRN1/DROSHA,5,0.663265306,1.862546195,0.520408163,0
GO:0034637,GO:0034637,cellular carbohydrate biosynthetic process,2/81,78/18722,0.044933735,0.384213516,0.360724983,AKT1/B3GNT4,2,0.283828383,1.601550369,0.232673267,0
GO:0044270,GO:0044270,cellular nitrogen compound catabolic process,5/81,451/18722,0.04584372,0.384213516,0.360724983,EXOSC10/AMPD3/AKT1/XRN1/DROSHA,5,0.605442177,1.862546195,0.520408163,0
GO:0007369,GO:0007369,gastrulation,3/81,185/18722,0.046246914,0.384213516,0.360724983,TXNRD1/BMPR1A/LMBRD1,3,0.23,2.128824294,0.553333333,0
