,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:1903039,GO:1903039,positive regulation of leukocyte cell-cell adhesion,12/95,239/18722,3.05E-09,4.52E-07,3.60E-07,CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/CCL2/ADA,12,0.797491039,15.16937385,0.585125448,0
GO:0019884,GO:0019884,antigen processing and presentation of exogenous antigen,7/95,47/18722,3.69E-09,5.12E-07,4.09E-07,CTSS/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CTSL,7,0.848639456,16.21644792,0.625364431,1
GO:0009615,GO:0009615,response to virus,14/95,367/18722,4.70E-09,6.14E-07,4.90E-07,IFI6/GBP1/PLSCR1/CXCL10/FGL2/CLU/IFIT3/IFITM3/IRF7/OAS1/IFI27/APOBEC3A/IFNGR2/MX1,14,0.771978022,13.47162751,0.5,0
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,14/95,371/18722,5.39E-09,6.66E-07,5.31E-07,CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/FGL2/PTPN6/TNFSF13B/CCL2/ADA/CEBPB,14,0.750915751,15.99107622,0.62244898,0
GO:0042744,GO:0042744,hydrogen peroxide catabolic process,6/95,32/18722,1.19E-08,1.34E-06,1.07E-06,PRDX1/SNCA/HBB/HBD/HBA2/HBA1,6,0.917508418,7.315788691,0.207070707,0
GO:0002399,GO:0002399,MHC class II protein complex assembly,5/95,16/18722,1.26E-08,1.34E-06,1.07E-06,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1,5,0.953333333,14.57719893,0.548,0
GO:0002503,GO:0002503,peptide antigen assembly with MHC class II protein complex,5/95,16/18722,1.26E-08,1.34E-06,1.07E-06,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1,5,0.953333333,14.57719893,0.548,1
GO:0002501,GO:0002501,peptide antigen assembly with MHC protein complex,5/95,18/18722,2.46E-08,2.48E-06,1.98E-06,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1,5,0.953333333,14.57719893,0.548,1
GO:0050867,GO:0050867,positive regulation of cell activation,14/95,420/18722,2.58E-08,2.49E-06,1.99E-06,PLEK/CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CTSC/PTPN6/TNFSF13B/CCL2/ADA,14,0.735347985,14.88719352,0.572213501,0
GO:0048002,GO:0048002,antigen processing and presentation of peptide antigen,7/95,62/18722,2.71E-08,2.51E-06,2.00E-06,CTSS/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CTSL,7,0.852040816,16.21644792,0.625364431,1
GO:0002396,GO:0002396,MHC protein complex assembly,5/95,19/18722,3.32E-08,2.95E-06,2.36E-06,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1,5,0.963333333,14.57719893,0.548,0
GO:0045785,GO:0045785,positive regulation of cell adhesion,14/95,437/18722,4.23E-08,3.61E-06,2.88E-06,LIMS1/CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/CCL2/ADA/PLAUR,14,0.758241758,16.35803091,0.635792779,0
GO:0019882,GO:0019882,antigen processing and presentation,8/95,106/18722,6.54E-08,5.38E-06,4.29E-06,CTSS/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/FGL2/CTSL,8,0.785223368,16.79090569,0.649484536,1
GO:0001819,GO:0001819,positive regulation of cytokine production,14/95,467/18722,9.60E-08,7.62E-06,6.08E-06,GBP5/CD86/PF4/CD14/CD83/AIF1/HLA-DPA1/HLA-DPB1/CLU/IRF7/CASP1/C3AR1/OAS1/CEBPB,14,0.444139194,15.57322609,0.59811617,0
GO:0071222,GO:0071222,cellular response to lipopolysaccharide,10/95,209/18722,1.07E-07,8.22E-06,6.56E-06,CD86/PF4/PPBP/CXCL10/CD14/SPI1/CASP1/CARD16/CCL2/CEBPB,10,0.729824561,17.24597351,0.670526316,0
GO:0002696,GO:0002696,positive regulation of leukocyte activation,13/95,409/18722,1.47E-07,1.08E-05,8.63E-06,CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CTSC/PTPN6/TNFSF13B/CCL2/ADA,13,0.696557971,14.74788289,0.567725753,1
GO:0071346,GO:0071346,cellular response to interferon-gamma,8/95,118/18722,1.51E-07,1.08E-05,8.63E-06,GBP1/GBP4/GBP5/AIF1/HLA-DPA1/CASP1/CCL2/IFNGR2,8,0.585910653,16.26940495,0.62371134,1
GO:0071219,GO:0071219,cellular response to molecule of bacterial origin,10/95,221/18722,1.81E-07,1.25E-05,1.00E-05,CD86/PF4/PPBP/CXCL10/CD14/SPI1/CASP1/CARD16/CCL2/CEBPB,10,0.81754386,17.24597351,0.670526316,0
GO:0051251,GO:0051251,positive regulation of lymphocyte activation,12/95,362/18722,2.95E-07,1.98E-05,1.58E-05,CD86/CD83/AIF1/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/CCL2/ADA,12,0.764336918,15.16937385,0.585125448,1
GO:0034340,GO:0034340,response to type I interferon,6/95,58/18722,4.76E-07,3.00E-05,2.39E-05,IFITM3/IRF7/PTPN6/OAS1/IFI27/MX1,6,0.803030303,11.60143297,0.429292929,1
GO:0042743,GO:0042743,hydrogen peroxide metabolic process,6/95,58/18722,4.76E-07,3.00E-05,2.39E-05,PRDX1/SNCA/HBB/HBD/HBA2/HBA1,6,0.917508418,7.315788691,0.207070707,0
GO:0071216,GO:0071216,cellular response to biotic stimulus,10/95,246/18722,4.85E-07,3.00E-05,2.39E-05,CD86/PF4/PPBP/CXCL10/CD14/SPI1/CASP1/CARD16/CCL2/CEBPB,10,0.738011696,17.24597351,0.670526316,0
GO:0070661,GO:0070661,leukocyte proliferation,11/95,318/18722,6.27E-07,3.77E-05,3.00E-05,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/CLU/PTPN6/TNFSF13B/ADA/CEBPB/CD79A,11,0.596926714,16.34273792,0.623791103,0
GO:0002764,GO:0002764,immune response-regulating signaling pathway,13/95,468/18722,6.81E-07,3.98E-05,3.18E-05,GBP1/CTSS/PLSCR1/CD14/HLA-DQB1/HLA-DPB1/IRF7/PTPN6/C3AR1/OAS1/IFI35/ADA/CD79A,13,0.559782609,16.14566226,0.62541806,1
GO:0098869,GO:0098869,cellular oxidant detoxification,7/95,101/18722,8.08E-07,4.52E-05,3.61E-05,PRDX1/TXN/GSTO1/HBB/HBD/HBA2/HBA1,7,0.943877551,10.35031784,0.33819242,0
GO:0015671,GO:0015671,oxygen transport,4/95,15/18722,8.14E-07,4.52E-05,3.61E-05,HBB/HBD/HBA2/HBA1,4,0.98679868,4.584931984,0.081683168,0
GO:1904064,GO:1904064,positive regulation of cation transmembrane transport,8/95,151/18722,9.99E-07,5.41E-05,4.32E-05,CTSS/ATP1B3/CXCL10/SNCA/GSTO1/CCL2/VMP1/IFNGR2,8,0.579037801,15.72197058,0.603092784,0
GO:0098754,GO:0098754,detoxification,8/95,152/18722,1.05E-06,5.55E-05,4.43E-05,PRDX1/TXN/GSTO1/HBB/HBD/HBA2/HBA1/MT2A,8,0.9604811,9.772504459,0.319587629,0
GO:0032496,GO:0032496,response to lipopolysaccharide,11/95,343/18722,1.32E-06,6.80E-05,5.43E-05,CD86/PF4/PPBP/CXCL10/SNCA/CD14/SPI1/CASP1/CARD16/CCL2/CEBPB,11,0.787234043,16.46637304,0.638297872,0
GO:0002449,GO:0002449,lymphocyte mediated immunity,11/95,350/18722,1.60E-06,8.09E-05,6.46E-05,PRDX1/SLAMF7/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CLU/IRF7/CTSC/PTPN6,11,0.712765957,12.95361245,0.467117988,1
GO:1903131,GO:1903131,mononuclear cell differentiation,12/95,426/18722,1.64E-06,8.10E-05,6.46E-05,CD86/CD83/FGL2/CTSL/IRF7/SPI1/PTPN6/TNFSF13B/ZFP36L1/ADA/CEBPB/CD79A,12,0.629032258,15.2207752,0.577956989,1
GO:0032103,GO:0032103,positive regulation of response to external stimulus,12/95,427/18722,1.68E-06,8.11E-05,6.47E-05,GBP5/PLSCR1/CXCL10/SNCA/AIF1/PLA2G7/IRF7/SPI1/CTSC/C3AR1/IFI35/CEBPB,12,0.672043011,16.36991055,0.633512545,0
GO:0002460,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,11/95,356/18722,1.89E-06,8.93E-05,7.13E-05,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CLU/IRF7/CTSC/PTPN6/TNFSF13B/ADA,11,0.763593381,13.03582285,0.471953578,1
GO:0046651,GO:0046651,lymphocyte proliferation,10/95,288/18722,2.03E-06,9.29E-05,7.41E-05,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/ADA/CEBPB/CD79A,10,0.667836257,17.54909982,0.685263158,1
GO:1990748,GO:1990748,cellular detoxification,7/95,116/18722,2.06E-06,9.29E-05,7.41E-05,PRDX1/TXN/GSTO1/HBB/HBD/HBA2/HBA1,7,0.931972789,10.35031784,0.33819242,0
GO:0034767,GO:0034767,positive regulation of ion transmembrane transport,8/95,167/18722,2.13E-06,9.29E-05,7.41E-05,CTSS/ATP1B3/CXCL10/SNCA/GSTO1/CCL2/VMP1/IFNGR2,8,0.551546392,15.72197058,0.603092784,0
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,9/95,225/18722,2.14E-06,9.29E-05,7.41E-05,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/ADA/CEBPB,9,0.741898148,18.51001594,0.724537037,1
GO:0032943,GO:0032943,mononuclear cell proliferation,10/95,291/18722,2.22E-06,9.29E-05,7.41E-05,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/ADA/CEBPB/CD79A,10,0.652631579,17.54909982,0.685263158,0
GO:0002237,GO:0002237,response to molecule of bacterial origin,11/95,363/18722,2.28E-06,9.29E-05,7.41E-05,CD86/PF4/PPBP/CXCL10/SNCA/CD14/SPI1/CASP1/CARD16/CCL2/CEBPB,11,0.742316785,16.46637304,0.638297872,0
GO:0002443,GO:0002443,leukocyte mediated immunity,12/95,440/18722,2.29E-06,9.29E-05,7.41E-05,PRDX1/SLAMF7/HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CLU/IRF7/SPI1/CTSC/PTPN6,12,0.758064516,14.07433002,0.514336918,1
GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,9/95,227/18722,2.30E-06,9.29E-05,7.41E-05,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/ADA/CEBPB,9,0.784722222,18.51001594,0.724537037,0
GO:1903706,GO:1903706,regulation of hemopoiesis,11/95,367/18722,2.53E-06,9.98E-05,7.96E-05,CD86/PF4/CD83/FGL2/IRF7/SPI1/PTPN6/ZFP36L1/ADA/CEBPB/FAM210B,11,0.354609929,13.60898766,0.49516441,1
GO:0030595,GO:0030595,leukocyte chemotaxis,9/95,230/18722,2.56E-06,9.98E-05,7.96E-05,PF4/PPBP/CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CXCL16/CCL2,9,0.596064815,17.40572985,0.670138889,1
GO:0015669,GO:0015669,gas transport,4/95,20/18722,2.83E-06,0.000108495,8.66E-05,HBB/HBD/HBA2/HBA1,4,0.99669967,4.584931984,0.081683168,0
GO:0002253,GO:0002253,activation of immune response,11/95,375/18722,3.12E-06,0.000117457,9.37E-05,GBP1/PLSCR1/HLA-DQB1/HLA-DPB1/CLU/PTPN6/C3AR1/KRT1/ADA/CFD/CD79A,11,0.421985816,14.2590096,0.51934236,1
GO:0097237,GO:0097237,cellular response to toxic substance,7/95,124/18722,3.22E-06,0.000119075,9.50E-05,PRDX1/TXN/GSTO1/HBB/HBD/HBA2/HBA1,7,0.93537415,10.35031784,0.33819242,0
GO:0001774,GO:0001774,microglial cell activation,5/95,47/18722,3.92E-06,0.000142799,0.00011392,SNCA/AIF1/CLU/CTSC/IFNGR2,5,0.356666667,12.71852476,0.458,1
GO:0070663,GO:0070663,regulation of leukocyte proliferation,9/95,245/18722,4.29E-06,0.000153807,0.000122702,CD86/LST1/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/ADA/CEBPB,9,0.512731481,18.51001594,0.724537037,0
GO:0019079,GO:0019079,viral genome replication,7/95,131/18722,4.63E-06,0.000162735,0.000129824,PLSCR1/IFITM3/OAS1/IFI27/CCL2/APOBEC3A/MX1,7,0.865646259,14.0097876,0.543731778,0
GO:0006959,GO:0006959,humoral immune response,10/95,317/18722,4.76E-06,0.000162735,0.000129824,PF4/PPBP/CXCL10/CD83/HLA-DQB1/CLU/PTPN6/KRT1/CCL2/CFD,10,0.559064327,10.38031655,0.348421053,1
GO:0019058,GO:0019058,viral life cycle,10/95,317/18722,4.76E-06,0.000162735,0.000129824,CD86/PLSCR1/CTSB/CTSL/IFITM3/OAS1/IFI27/CCL2/APOBEC3A/MX1,10,0.789473684,15.93073582,0.631578947,0
GO:0060337,GO:0060337,type I interferon signaling pathway,5/95,50/18722,5.35E-06,0.000180124,0.000143696,IFITM3/IRF7/PTPN6/OAS1/IFI27,5,0.723333333,12.89641265,0.488,1
GO:0034612,GO:0034612,response to tumor necrosis factor,9/95,253/18722,5.57E-06,0.000184731,0.000147372,GBP1/LIMS1/CD14/CASP1/CARD16/TNFSF13B/ZFP36L1/CXCL16/CCL2,9,0.658564815,18.13255432,0.696759259,0
GO:0002831,GO:0002831,regulation of response to biotic stimulus,10/95,327/18722,6.26E-06,0.000204486,0.000163132,GBP5/PLSCR1/NCF1/FGL2/IRF7/SPI1/CARD16/PTPN6/OAS1/IFI35,10,0.732163743,16.08278307,0.616842105,0
GO:0071357,GO:0071357,cellular response to type I interferon,5/95,52/18722,6.51E-06,0.000209656,0.000167256,IFITM3/IRF7/PTPN6/OAS1/IFI27,5,0.75,12.89641265,0.488,1
GO:0016032,GO:0016032,viral process,11/95,415/18722,8.17E-06,0.000259408,0.000206946,CD86/PLSCR1/CTSB/CTSL/IFITM3/IRF7/OAS1/IFI27/CCL2/APOBEC3A/MX1,11,0.85106383,15.66174305,0.617988395,0
GO:0045071,GO:0045071,negative regulation of viral genome replication,5/95,56/18722,9.42E-06,0.000294707,0.000235107,PLSCR1/IFITM3/OAS1/APOBEC3A/MX1,5,0.98,14.98222628,0.586,0
GO:0016064,GO:0016064,immunoglobulin mediated immune response,8/95,207/18722,1.04E-05,0.000321113,0.000256173,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CLU/IRF7/PTPN6,8,0.76975945,12.83604374,0.458762887,1
GO:0043270,GO:0043270,positive regulation of ion transport,9/95,275/18722,1.09E-05,0.000331613,0.000264549,CTSS/ATP1B3/CXCL10/SNCA/GSTO1/CCL2/VMP1/CEBPB/IFNGR2,9,0.649305556,16.31180393,0.628472222,0
GO:0019724,GO:0019724,B cell mediated immunity,8/95,210/18722,1.16E-05,0.000346916,0.000276757,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1/CLU/IRF7/PTPN6,8,0.728522337,12.83604374,0.458762887,1
GO:0031349,GO:0031349,positive regulation of defense response,9/95,278/18722,1.19E-05,0.000351986,0.000280802,GBP5/PLSCR1/SNCA/PLA2G7/IRF7/SPI1/CTSC/IFI35/CEBPB,9,0.663194444,15.44496574,0.58912037,0
GO:1902105,GO:1902105,regulation of leukocyte differentiation,9/95,279/18722,1.22E-05,0.000357447,0.000285159,CD86/PF4/CD83/FGL2/IRF7/PTPN6/ZFP36L1/ADA/CEBPB,9,0.398148148,13.35266217,0.496527778,1
GO:0007596,GO:0007596,blood coagulation,8/95,217/18722,1.47E-05,0.000422898,0.000337372,PLEK/PLSCR1/PF4/HBB/PTPN6/KRT1/SERPINA1/PLAUR,8,0.412371134,13.56879558,0.476804124,0
GO:0045088,GO:0045088,regulation of innate immune response,8/95,218/18722,1.52E-05,0.000431592,0.000344309,GBP5/PLSCR1/NCF1/IRF7/SPI1/PTPN6/OAS1/IFI35,8,0.70790378,14.66424097,0.550257732,1
GO:0034764,GO:0034764,positive regulation of transmembrane transport,8/95,219/18722,1.57E-05,0.000440461,0.000351384,CTSS/ATP1B3/CXCL10/SNCA/GSTO1/CCL2/VMP1/IFNGR2,8,0.553264605,15.72197058,0.603092784,0
GO:0097529,GO:0097529,myeloid leukocyte migration,8/95,220/18722,1.62E-05,0.000449507,0.0003586,PF4/PPBP/CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CCL2,8,0.886597938,16.56261427,0.630154639,1
GO:0042116,GO:0042116,macrophage activation,6/95,106/18722,1.65E-05,0.00045273,0.000361171,SNCA/AIF1/CLU/CTSC/IFI35/IFNGR2,6,0.301346801,12.14258049,0.437710438,1
GO:0007599,GO:0007599,hemostasis,8/95,222/18722,1.73E-05,0.000462498,0.000368964,PLEK/PLSCR1/PF4/HBB/PTPN6/KRT1/SERPINA1/PLAUR,8,0.412371134,13.56879558,0.476804124,0
GO:0050817,GO:0050817,coagulation,8/95,222/18722,1.73E-05,0.000462498,0.000368964,PLEK/PLSCR1/PF4/HBB/PTPN6/KRT1/SERPINA1/PLAUR,8,0.427835052,13.56879558,0.476804124,0
GO:0002274,GO:0002274,myeloid leukocyte activation,8/95,223/18722,1.78E-05,0.000467454,0.000372918,PLSCR1/SNCA/AIF1/CLU/SPI1/CTSC/IFI35/IFNGR2,8,0.328178694,14.7236145,0.548969072,1
GO:0050900,GO:0050900,leukocyte migration,10/95,369/18722,1.79E-05,0.000467454,0.000372918,PF4/PPBP/CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CXCL16/CCL2/ADA,10,0.577777778,17.38428333,0.671578947,1
GO:0032414,GO:0032414,positive regulation of ion transmembrane transporter activity,6/95,109/18722,1.94E-05,0.000500037,0.000398912,CTSS/ATP1B3/GSTO1/CCL2/VMP1/IFNGR2,6,0.747474747,17.43910074,0.676767677,0
GO:0030098,GO:0030098,lymphocyte differentiation,10/95,374/18722,2.01E-05,0.000512619,0.000408949,CD86/CD83/FGL2/CTSL/SPI1/PTPN6/TNFSF13B/ZFP36L1/ADA/CD79A,10,0.683040936,14.86470165,0.562105263,1
GO:1901222,GO:1901222,regulation of NIK/NF-kappaB signaling,6/95,112/18722,2.26E-05,0.00057033,0.000454988,PRDX1/LIMS1/CD86/CD14/SPI1/IFI35,6,0.769360269,19.50685583,0.757575758,0
GO:0071675,GO:0071675,regulation of mononuclear cell migration,6/95,115/18722,2.62E-05,0.000651187,0.000519494,CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CCL2,6,0.831649832,20.30372124,0.781144781,1
GO:0042129,GO:0042129,regulation of T cell proliferation,7/95,171/18722,2.64E-05,0.000651187,0.000519494,CD86/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/CEBPB,7,0.607142857,17.80842031,0.690962099,1
GO:0060326,GO:0060326,cell chemotaxis,9/95,310/18722,2.81E-05,0.000681399,0.000543596,PF4/PPBP/CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CXCL16/CCL2,9,0.792824074,17.40572985,0.670138889,0
GO:0002381,GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,5/95,70/18722,2.82E-05,0.000681399,0.000543596,HLA-DQA1/HLA-DQB1/HLA-DMA/HLA-DPA1/HLA-DPB1,5,0.96,14.57719893,0.548,1
GO:0072593,GO:0072593,reactive oxygen species metabolic process,8/95,239/18722,2.93E-05,0.000700706,0.000558998,IFI6/PRDX1/SNCA/NCF1/HBB/HBD/HBA2/HBA1,8,0.676975945,8.60141504,0.261597938,0
GO:0032411,GO:0032411,positive regulation of transporter activity,6/95,120/18722,3.34E-05,0.000789118,0.00062953,CTSS/ATP1B3/GSTO1/CCL2/VMP1/IFNGR2,6,0.702020202,17.43910074,0.676767677,0
GO:0002688,GO:0002688,regulation of leukocyte chemotaxis,6/95,122/18722,3.66E-05,0.000857049,0.000683723,CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CCL2,6,0.824915825,20.30372124,0.781144781,1
GO:0010951,GO:0010951,negative regulation of endopeptidase activity,8/95,252/18722,4.27E-05,0.000988828,0.000788852,IFI6/SNCA/CARD16/SERPINA1/HERPUD1/CST3/PLAUR/CSTB,8,0.616838488,18.00769733,0.679123711,0
GO:0043154,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,5/95,78/18722,4.77E-05,0.00109183,0.000871023,IFI6/SNCA/CARD16/HERPUD1/PLAUR,5,0.34,15.17976658,0.57,0
GO:0140374,GO:0140374,antiviral innate immune response,3/95,15/18722,5.51E-05,0.001248923,0.000996346,CXCL10/OAS1/MX1,3,0.95751634,10.57019584,0.375816993,1
GO:0009636,GO:0009636,response to toxic substance,8/95,262/18722,5.62E-05,0.001248923,0.000996346,PRDX1/TXN/GSTO1/HBB/HBD/HBA2/HBA1/MT2A,8,0.824742268,9.772504459,0.319587629,0
GO:0010466,GO:0010466,negative regulation of peptidase activity,8/95,262/18722,5.62E-05,0.001248923,0.000996346,IFI6/SNCA/CARD16/SERPINA1/HERPUD1/CST3/PLAUR/CSTB,8,0.608247423,18.00769733,0.679123711,0
GO:0030574,GO:0030574,collagen catabolic process,4/95,42/18722,6.01E-05,0.00132146,0.001054213,CTSS/CTSB/CTSL/CST3,4,0.943894389,23.3435817,0.891089109,0
GO:0071674,GO:0071674,mononuclear cell migration,7/95,196/18722,6.29E-05,0.001369492,0.001092531,CXCL10/AIF1/PLA2G7/SPI1/C3AR1/CXCL16/CCL2,7,0.908163265,20.85328312,0.810495627,1
GO:0061684,GO:0061684,chaperone-mediated autophagy,3/95,16/18722,6.76E-05,0.001448537,0.001155591,SNCA/CLU/CTSA,3,0.885620915,6.181180875,0.179738562,0
GO:0052548,GO:0052548,regulation of endopeptidase activity,10/95,432/18722,6.78E-05,0.001448537,0.001155591,IFI6/TNFSF10/SNCA/CASP1/CARD16/SERPINA1/HERPUD1/CST3/PLAUR/CSTB,10,0.570760234,17.10359004,0.648421053,0
GO:0042098,GO:0042098,T cell proliferation,7/95,199/18722,6.92E-05,0.001462997,0.001167126,CD86/AIF1/HLA-DPA1/HLA-DPB1/PTPN6/TNFSF13B/CEBPB,7,0.761904762,17.80842031,0.690962099,1
GO:0050671,GO:0050671,positive regulation of lymphocyte proliferation,6/95,137/18722,7.01E-05,0.001462997,0.001167126,CD86/AIF1/HLA-DPA1/HLA-DPB1/TNFSF13B/ADA,6,0.720538721,18.04471918,0.703703704,1
